,Gender,EthnicGroup,ParentEduc,LunchType,NumberofSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
7621,M,group D,associate's degree,free/reduced,3,private,5 - 10,68,75,76
7622,M,group C,associate's degree,standard,5,school_bus,5 - 10,82,78,78
7623,M,group E,some high school,standard,1,school_bus,< 5,89,86,80
7624,M,group A,some high school,standard,1,school_bus,> 10,32,47,43
7625,M,group E,associate's degree,standard,2,school_bus,< 5,64,74,72
7626,M,group D,bachelor's degree,standard,1,school_bus,< 5,99,90,95
7627,M,group B,high school,free/reduced,3,private,5 - 10,81,87,87
7628,M,group E,some high school,standard,4,school_bus,5 - 10,65,70,73
7629,M,group C,some college,standard,2,school_bus,> 10,60,60,56
7630,M,group C,some college,standard,1,private,5 - 10,71,79,66
7631,M,group D,some college,standard,3,school_bus,> 10,98,89,92
7632,M,group C,some high school,free/reduced,1,school_bus,< 5,40,55,53
7633,M,group C,high school,free/reduced,4,school_bus,5 - 10,50,73,73
7634,M,group D,some college,free/reduced,0,school_bus,< 5,59,80,73
7635,M,group E,master's degree,standard,5,school_bus,5 - 10,88,91,97
7636,M,group C,some high school,standard,3,private,< 5,50,50,52
7637,M,group C,associate's degree,standard,1,school_bus,5 - 10,90,100,100
7638,M,group C,high school,standard,1,school_bus,5 - 10,84,69,63
7639,M,group B,some high school,free/reduced,0,school_bus,5 - 10,58,54,60
7640,M,group D,some high school,standard,3,school_bus,5 - 10,90,90,86
7641,M,group C,associate's degree,standard,1,school_bus,5 - 10,62,66,70
7642,M,group C,high school,standard,4,private,5 - 10,48,66,63
7643,M,group B,master's degree,standard,3,private,< 5,60,50,58
7644,M,group C,associate's degree,standard,1,private,> 10,51,52,54
7645,M,group B,some college,standard,3,school_bus,> 10,60,53,49
7646,M,group D,some high school,standard,7,school_bus,< 5,58,52,48
7647,M,group C,some college,free/reduced,1,private,< 5,48,54,45
7648,M,group B,bachelor's degree,standard,4,school_bus,< 5,58,56,55
7649,M,group C,some high school,standard,1,private,5 - 10,70,91,85
7650,M,group C,associate's degree,standard,1,private,5 - 10,79,75,72
7651,M,group C,bachelor's degree,standard,1,school_bus,5 - 10,87,100,100
7652,M,group E,bachelor's degree,standard,4,school_bus,< 5,82,73,69
7653,M,group C,some high school,free/reduced,0,school_bus,5 - 10,83,81,89
7654,M,group A,some college,standard,3,private,5 - 10,64,54,66
7655,M,group C,associate's degree,free/reduced,3,private,> 10,61,74,66
7656,M,group B,some college,standard,3,school_bus,5 - 10,78,77,82
7657,M,group D,associate's degree,standard,0,private,< 5,73,65,63
7658,M,group D,associate's degree,standard,3,school_bus,< 5,68,58,65
7659,M,group E,bachelor's degree,standard,2,private,> 10,74,75,75
7660,M,group E,some high school,standard,5,school_bus,> 10,86,99,98
7661,M,group C,some high school,standard,0,school_bus,< 5,69,83,83
7662,M,group D,bachelor's degree,standard,1,school_bus,5 - 10,62,62,60
7663,M,group E,bachelor's degree,standard,3,school_bus,5 - 10,96,71,78
7664,M,group D,some high school,standard,3,private,5 - 10,95,83,79
7665,M,group C,master's degree,standard,0,private,> 10,77,73,68
7666,M,group B,some high school,standard,3,private,5 - 10,91,75,73
7667,M,group C,some high school,standard,4,school_bus,5 - 10,66,79,72
7668,M,group B,some college,standard,4,private,< 5,79,74,71
7669,M,group D,associate's degree,free/reduced,3,school_bus,5 - 10,66,88,84
7670,M,group B,associate's degree,standard,4,private,5 - 10,66,59,56
7671,M,group C,associate's degree,free/reduced,1,private,5 - 10,57,66,63
7672,M,group E,some college,free/reduced,0,private,< 5,71,63,62
7673,M,group B,associate's degree,standard,0,private,< 5,74,67,65
7674,M,group C,high school,standard,4,school_bus,5 - 10,91,87,79
7675,M,group C,some college,free/reduced,0,school_bus,5 - 10,66,69,68
7676,M,group D,associate's degree,standard,4,private,5 - 10,78,89,78
7677,M,group D,associate's degree,free/reduced,1,private,5 - 10,75,86,88
7678,M,group C,some high school,standard,0,school_bus,5 - 10,46,61,57
7679,M,group D,some college,standard,2,school_bus,< 5,83,94,91
7680,M,group C,high school,free/reduced,3,private,> 10,38,34,23
7681,M,group B,bachelor's degree,free/reduced,1,private,5 - 10,64,79,79
7682,M,group C,associate's degree,standard,2,private,5 - 10,62,68,60
7683,M,group C,some college,standard,2,private,> 10,72,60,59
7684,M,group A,some college,standard,0,school_bus,< 5,61,62,65
7685,M,group A,some college,standard,2,private,5 - 10,58,64,56
7686,M,group E,associate's degree,standard,0,private,< 5,65,41,45
7687,M,group E,some college,standard,7,private,> 10,89,84,87
7688,M,group B,some college,standard,3,private,5 - 10,57,61,67
7689,M,group E,some college,standard,3,private,> 10,82,77,77
7690,M,group C,some high school,standard,0,private,> 10,69,77,72
7691,M,group C,bachelor's degree,free/reduced,3,school_bus,< 5,69,83,83
7692,M,group C,associate's degree,standard,1,school_bus,5 - 10,67,75,79
7693,M,group C,bachelor's degree,standard,1,school_bus,5 - 10,71,70,72
7694,M,group D,high school,standard,1,school_bus,5 - 10,87,70,69
7695,M,group B,bachelor's degree,standard,3,school_bus,> 10,76,84,85
7696,M,group C,high school,standard,1,private,5 - 10,57,45,41
7697,M,group B,some college,standard,4,school_bus,5 - 10,58,56,56
7698,M,group C,associate's degree,standard,2,school_bus,5 - 10,78,74,76
7699,M,group D,high school,free/reduced,3,school_bus,5 - 10,52,65,69
7700,M,group B,some high school,standard,0,school_bus,5 - 10,61,54,53
7701,M,group D,some college,standard,0,school_bus,5 - 10,59,52,49
7702,M,group E,associate's degree,free/reduced,0,school_bus,5 - 10,78,71,74
7703,M,group D,some college,standard,3,private,5 - 10,66,52,60
7704,M,group C,some high school,free/reduced,2,school_bus,5 - 10,64,71,66
7705,M,group D,some high school,free/reduced,1,private,< 5,55,74,71
7706,M,group C,high school,standard,3,school_bus,> 10,87,100,92
7707,M,group A,high school,standard,2,school_bus,< 5,86,84,83
7708,M,group B,bachelor's degree,standard,1,school_bus,5 - 10,99,100,98
7709,M,group C,some high school,standard,3,school_bus,5 - 10,89,80,83
7710,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,59,68,65
7711,M,group D,master's degree,standard,2,school_bus,5 - 10,77,76,73
7712,M,group E,associate's degree,free/reduced,4,private,5 - 10,84,69,66
7713,M,group E,some high school,standard,4,private,5 - 10,85,72,71
7714,M,group B,some high school,standard,2,private,> 10,68,56,52
7715,M,group B,bachelor's degree,free/reduced,2,school_bus,> 10,66,81,70
7716,M,group C,high school,standard,2,school_bus,5 - 10,78,66,68
7717,M,group C,high school,free/reduced,4,private,5 - 10,39,54,51
7718,M,group B,some high school,free/reduced,2,private,5 - 10,72,67,62
7719,M,group B,master's degree,free/reduced,0,school_bus,< 5,75,81,78
7720,M,group B,some high school,standard,3,private,< 5,29,35,36
7721,M,group D,some college,standard,2,private,< 5,66,54,59
7722,M,group E,associate's degree,standard,1,school_bus,5 - 10,69,81,78
7723,M,group C,associate's degree,free/reduced,1,school_bus,> 10,72,79,74
7724,M,group C,associate's degree,standard,1,school_bus,> 10,86,100,100
7725,M,group B,some college,free/reduced,4,private,< 5,57,71,69
7726,M,group D,bachelor's degree,standard,3,school_bus,> 10,51,60,56
7727,M,group E,some high school,standard,0,private,5 - 10,75,84,84
7728,M,group E,associate's degree,standard,3,private,5 - 10,64,79,79
7729,M,group C,associate's degree,standard,5,private,5 - 10,73,69,67
7730,M,group C,some college,standard,2,school_bus,< 5,69,75,74
7731,M,group B,some high school,free/reduced,0,school_bus,< 5,47,48,53
7732,M,group D,high school,standard,2,school_bus,5 - 10,69,76,63
7733,M,group B,some college,standard,1,school_bus,5 - 10,84,79,73
7734,M,group A,bachelor's degree,free/reduced,1,school_bus,5 - 10,57,52,49
7735,M,group D,associate's degree,free/reduced,4,private,5 - 10,30,42,40
7736,M,group D,bachelor's degree,standard,1,private,< 5,73,81,79
7737,M,group D,some high school,standard,2,school_bus,> 10,86,70,71
7738,M,group E,some college,standard,4,school_bus,< 5,82,76,69
7739,M,group E,associate's degree,standard,3,school_bus,< 5,70,72,74
7740,M,group D,associate's degree,free/reduced,5,private,5 - 10,67,70,65
7741,M,group B,associate's degree,free/reduced,2,private,5 - 10,39,35,40
7742,M,group D,high school,standard,1,school_bus,5 - 10,53,59,57
7743,M,group E,associate's degree,free/reduced,2,school_bus,5 - 10,87,92,94
7744,M,group D,some high school,standard,3,private,5 - 10,56,55,54
7745,M,group B,associate's degree,standard,1,school_bus,< 5,64,75,73
7746,M,group C,bachelor's degree,free/reduced,4,private,< 5,44,46,52
7747,M,group D,some college,standard,1,private,> 10,52,50,53
7748,M,group C,some high school,standard,0,school_bus,5 - 10,70,75,82
7749,M,group D,some high school,standard,1,school_bus,> 10,76,81,76
7750,M,group D,master's degree,standard,0,school_bus,5 - 10,69,77,77
7751,M,group D,associate's degree,free/reduced,4,private,> 10,68,60,60
7752,M,group D,master's degree,standard,2,school_bus,5 - 10,43,42,46
7753,M,group D,high school,standard,4,private,5 - 10,91,80,88
7754,M,group D,some college,standard,0,school_bus,5 - 10,83,80,85
7755,M,group D,associate's degree,free/reduced,2,school_bus,5 - 10,59,53,52
7756,M,group E,bachelor's degree,standard,0,school_bus,> 10,100,100,100
7757,M,group D,some high school,free/reduced,2,private,> 10,86,95,94
7758,M,group C,some high school,free/reduced,3,school_bus,5 - 10,46,47,41
7759,M,group B,high school,free/reduced,0,private,< 5,34,34,29
7760,M,group B,some college,free/reduced,1,private,5 - 10,65,87,85
7761,M,group A,some high school,standard,0,school_bus,< 5,64,58,53
7762,M,group E,bachelor's degree,standard,1,school_bus,< 5,72,67,58
7763,M,group B,high school,standard,2,private,5 - 10,85,82,79
7764,M,group C,bachelor's degree,standard,1,private,5 - 10,75,57,62
7765,M,group D,bachelor's degree,standard,3,school_bus,< 5,71,81,79
7766,M,group D,some college,standard,1,private,5 - 10,69,74,82
7767,M,group C,some high school,free/reduced,0,private,5 - 10,53,41,40
7768,M,group C,some high school,free/reduced,2,school_bus,> 10,58,51,49
7769,M,group B,some high school,standard,1,school_bus,< 5,62,62,72
7770,M,group B,some college,free/reduced,2,private,5 - 10,72,71,71
7771,M,group E,master's degree,free/reduced,1,school_bus,5 - 10,97,86,88
7772,M,group C,bachelor's degree,standard,1,school_bus,5 - 10,69,78,68
7773,M,group B,some college,free/reduced,0,school_bus,< 5,43,48,48
7774,M,group D,some college,free/reduced,0,private,5 - 10,81,94,90
7775,M,group C,some college,standard,1,private,5 - 10,79,94,91
7776,M,group D,some college,standard,3,school_bus,5 - 10,69,87,89
7777,M,group C,associate's degree,standard,3,school_bus,5 - 10,57,65,68
7778,M,group B,associate's degree,free/reduced,1,school_bus,5 - 10,39,38,28
7779,M,group D,high school,free/reduced,6,school_bus,> 10,51,48,44
7780,M,group C,associate's degree,standard,0,school_bus,> 10,89,84,84
7781,M,group E,some high school,standard,4,school_bus,5 - 10,41,50,55
7782,M,group D,some college,standard,1,school_bus,< 5,54,59,60
7783,M,group D,some high school,standard,1,school_bus,< 5,75,70,64
7784,M,group C,associate's degree,free/reduced,3,school_bus,< 5,39,38,39
7785,M,group A,some high school,free/reduced,1,school_bus,< 5,50,44,39
7786,M,group C,high school,free/reduced,3,school_bus,5 - 10,66,57,53
7787,M,group B,bachelor's degree,standard,0,school_bus,< 5,83,64,68
7788,M,group B,high school,standard,3,school_bus,5 - 10,78,93,93
7789,M,group D,high school,standard,1,school_bus,5 - 10,52,53,47
7790,M,group A,associate's degree,free/reduced,4,school_bus,> 10,76,96,93
7791,M,group B,bachelor's degree,standard,2,school_bus,5 - 10,80,72,68
7792,M,group D,bachelor's degree,standard,4,private,5 - 10,86,79,78
7793,M,group C,some college,standard,3,school_bus,5 - 10,54,62,55
7794,M,group B,associate's degree,standard,2,school_bus,< 5,74,75,72
7795,M,group C,associate's degree,standard,2,school_bus,< 5,64,72,67
7796,M,group B,high school,standard,3,school_bus,5 - 10,60,64,57
7797,M,group E,some high school,standard,1,school_bus,5 - 10,90,88,87
7798,M,group A,some college,standard,0,private,5 - 10,67,70,78
7799,M,group C,bachelor's degree,standard,2,private,< 5,70,73,76
7800,M,group B,high school,standard,3,private,5 - 10,55,42,42
7801,M,group E,associate's degree,standard,5,private,5 - 10,66,53,54
7802,M,group D,bachelor's degree,standard,2,school_bus,5 - 10,80,82,80
7803,M,group E,bachelor's degree,standard,5,school_bus,5 - 10,73,61,54
7804,M,group C,associate's degree,free/reduced,3,private,> 10,55,75,79
7805,M,group B,bachelor's degree,standard,3,school_bus,< 5,83,76,74
7806,M,group B,associate's degree,standard,1,school_bus,5 - 10,73,57,55
7807,M,group B,high school,standard,2,school_bus,< 5,46,45,41
7808,M,group B,master's degree,standard,1,school_bus,> 10,61,78,86
7809,M,group C,high school,free/reduced,2,school_bus,5 - 10,56,58,56
7810,M,group D,some college,free/reduced,3,school_bus,< 5,55,57,59
7811,M,group D,high school,free/reduced,2,private,5 - 10,59,65,63
7812,M,group D,some high school,free/reduced,1,school_bus,5 - 10,65,75,75
7813,M,group C,associate's degree,standard,3,private,5 - 10,83,78,73
7814,M,group E,bachelor's degree,standard,5,private,5 - 10,87,90,87
7815,M,group B,bachelor's degree,standard,2,school_bus,< 5,42,53,62
7816,M,group B,bachelor's degree,standard,1,school_bus,< 5,71,68,69
7817,M,group B,master's degree,standard,4,school_bus,< 5,78,75,76
7818,M,group A,high school,standard,1,private,5 - 10,54,60,65
7819,M,group B,bachelor's degree,standard,2,school_bus,> 10,93,89,84
7820,M,group C,high school,free/reduced,2,school_bus,5 - 10,62,78,74
7821,M,group B,high school,standard,6,private,5 - 10,82,83,85
7822,M,group B,high school,standard,4,school_bus,5 - 10,81,90,90
7823,M,group D,bachelor's degree,standard,1,private,< 5,58,43,40
7824,M,group A,high school,standard,1,private,< 5,72,73,65
7825,M,group C,some college,standard,1,private,> 10,64,74,77
7826,M,group D,high school,standard,5,private,< 5,78,86,92
7827,M,group C,associate's degree,standard,2,school_bus,5 - 10,54,66,61
7828,M,group E,some college,standard,1,private,5 - 10,74,81,79
7829,M,group D,bachelor's degree,free/reduced,1,school_bus,5 - 10,70,95,88
7830,M,group C,some college,standard,3,private,5 - 10,32,42,45
7831,M,group A,associate's degree,standard,4,private,> 10,75,67,65
7832,M,group E,some college,standard,0,school_bus,< 5,76,72,73
7833,M,group D,high school,free/reduced,1,school_bus,5 - 10,58,63,71
7834,M,group B,some college,free/reduced,4,private,< 5,71,85,82
7835,M,group B,some college,free/reduced,1,private,5 - 10,77,81,76
7836,M,group A,some college,free/reduced,5,school_bus,5 - 10,64,65,63
7837,M,group A,some college,free/reduced,4,school_bus,5 - 10,40,38,39
7838,M,group D,associate's degree,standard,1,private,> 10,89,86,97
7839,M,group D,bachelor's degree,free/reduced,4,private,5 - 10,68,73,76
7840,M,group B,some high school,free/reduced,2,private,> 10,60,63,70
7841,M,group C,some college,free/reduced,1,private,< 5,34,41,47
7842,M,group C,high school,standard,3,school_bus,< 5,50,38,39
7843,M,group E,bachelor's degree,free/reduced,1,private,> 10,85,73,80
7844,M,group C,associate's degree,standard,2,school_bus,< 5,60,65,55
7845,M,group D,some high school,standard,2,private,< 5,48,53,59
7846,M,group B,associate's degree,free/reduced,3,school_bus,> 10,56,58,51
7847,M,group B,some high school,standard,2,school_bus,5 - 10,73,81,77
7848,M,group E,associate's degree,standard,2,school_bus,5 - 10,93,95,93
7849,M,group D,high school,standard,1,school_bus,5 - 10,91,90,99
7850,M,group A,bachelor's degree,standard,1,private,5 - 10,53,57,55
7851,M,group D,bachelor's degree,free/reduced,5,private,> 10,61,79,76
7852,M,group D,associate's degree,standard,2,school_bus,5 - 10,91,98,100
7853,M,group B,master's degree,standard,1,school_bus,5 - 10,55,55,51
7854,M,group D,associate's degree,standard,1,private,< 5,77,74,70
7855,M,group B,some high school,standard,4,school_bus,> 10,61,60,55
7856,M,group C,associate's degree,standard,3,private,5 - 10,97,90,86
7857,M,group B,master's degree,standard,3,private,5 - 10,73,74,78
7858,M,group D,some college,standard,0,school_bus,< 5,79,79,75
7859,M,group D,high school,standard,2,school_bus,5 - 10,78,77,80
7860,M,group B,some college,free/reduced,2,school_bus,< 5,39,46,51
7861,M,group B,high school,standard,3,school_bus,< 5,68,73,66
7862,M,group A,some high school,free/reduced,2,school_bus,5 - 10,39,64,55
7863,M,group C,high school,standard,3,private,5 - 10,69,65,68
7864,M,group B,associate's degree,standard,3,school_bus,5 - 10,85,90,89
7865,M,group E,associate's degree,free/reduced,0,private,5 - 10,88,77,70
7866,M,group B,some college,standard,3,private,5 - 10,80,88,83
7867,M,group C,high school,standard,2,school_bus,5 - 10,73,84,89
7868,M,group C,high school,standard,1,school_bus,5 - 10,65,85,78
